ID,Name,Released,Year,Score,RatingCount,Director
82841,I Give It a Year(2013) ,1,2013,5.7,35365,Dan Mazer
82950,Bandidas(2006) ,1,2006,5.7,33857,Joachim Rønning
83059,Patchwork(2015) ,1,2015,5.7,1718,Tyler MacIntyre
83168,Gambit(2012) ,1,2012,5.7,23298,Michael Hoffman
83277,Michael(1996) ,1,1996,5.7,40550,Nora Ephron
83386,Planes(2013) ,1,2013,5.7,41844,Klay Hall
83495,Scooby-Doo: Return to Zombie Island(2019) ,1,2019,5.7,1259,Cecilia Aranovich
83604,The Perfect Score(2004) ,1,2004,5.7,23477,Brian Robbins
83713,Escape to Athena(1979) ,1,1979,5.7,4410,George P. Cosmatos
83822,Ana(2020) ,1,2020,5.7,1092,Charles McDougall
83931,Stuck on You(2003) ,1,2003,5.7,50786,Bobby Farrelly
84040,Carol's Second Act            ,1,,5.7,1723,Emily Halpern
84149,"No Retreat, No Surrender(1986) ",1,1986,5.7,15418,Corey Yuen
84258,Detention(2011) ,1,2011,5.7,14778,Joseph Kahn
84367,Pair of Kings            ,1,,5.7,3314,David Hoge
84476,Playing for Keeps(2012) ,1,2012,5.7,28487,Gabriele Muccino
84585,The Addams Family(2019) ,1,2019,5.8,26710,Greg Tiernan
84694,Brüno(2009) ,1,2009,5.8,141978,Larry Charles
84803,The Babysitter: Killer Queen(2020) ,1,2020,5.8,22322,McG
84912,L.A.'s Finest            ,1,,5.8,3218,Brandon Margolis
85021,Vivarium(2019) ,1,2019,5.8,32855,Lorcan Finnegan
85130,Pride and Prejudice and Zombies(2016) ,1,2016,5.8,50838,Burr Steers
85239,The Kissing Booth 2(2020) ,1,2020,5.8,17794,Vince Marcello
85348,Scare Me(2020) ,1,2020,5.8,1361,Josh Ruben
85457,Ghosts of Girlfriends Past(2009) ,1,2009,5.8,83226,Mark Waters
85566,Ernest Scared Stupid(1991) ,1,1991,5.8,10625,John R. Cherry III
85675,Trick or Treat(1986) ,1,1986,5.8,5918,Charles Martin Smith
85784,John Tucker Must Die(2006) ,1,2006,5.8,78928,Betty Thomas
85893,Let It Snow(2019) ,1,2019,5.8,16121,Luke Snellin
86002,Mr. Deeds(2002) ,1,2002,5.8,134947,Steven Brill
86111,Monte Carlo(2011) ,1,2011,5.8,40825,Thomas Bezucha
86220,Six Days Seven Nights(1998) ,1,1998,5.8,72085,Ivan Reitman
86329,Teenage Mutant Ninja Turtles(2014) ,1,2014,5.8,199504,Jonathan Liebesman
86438,Pitch Perfect 3(2017) ,1,2017,5.8,54825,Trish Sie
86547,Videomannen(2018) ,1,2018,5.8,469,Kristian A. Söderström
86656,Nacho Libre(2006) ,1,2006,5.8,80663,Jared Hess
86765,Wild Hogs(2007) ,1,2007,5.8,113319,Walt Becker
86874,Hall Pass(2011) ,1,2011,5.8,119077,Bobby Farrelly
86983,The Heartbreak Kid(2007) ,1,2007,5.8,85479,Bobby Farrelly
87092,The Princess Diaries 2: Royal Engagement(2004) ,1,2004,5.8,73126,Garry Marshall
87201,The Little Hours(2017) ,1,2017,5.8,19702,Jeff Baena
87310,Veronica's Closet            ,1,,5.8,1892,David Crane
87419,Love the Coopers(2015) ,1,2015,5.8,19948,Jessie Nelson
87528,The Break-Up(2006) ,1,2006,5.8,124114,Peyton Reed
87637,The To Do List(2013) ,1,2013,5.8,36425,Maggie Carey
87746,Rubber(2010) ,1,2010,5.8,33860,Quentin Dupieux
87855,The Hangover Part III(2013) ,1,2013,5.8,289969,Todd Phillips
87964,Drumline(2002) ,1,2002,5.8,32678,Charles Stone III
88073,The Debt Collector(2018) ,1,2018,5.8,5303,Jesse V. Johnson
88182,How to Build a Girl(2019) ,1,2019,5.8,2356,Coky Giedroyc
88291,Jack(1996) ,1,1996,5.8,55589,Francis Ford Coppola
88400,Masterminds(2016) ,1,2016,5.8,49726,Jared Hess
88509,Encino Man(1992) ,1,1992,5.8,36927,Les Mayfield
88618,Spread(2009) ,1,2009,5.8,38133,David Mackenzie
88727,St. Trinian's(2007) ,1,2007,5.8,21348,Oliver Parker
88836,A Christmas Prince(2017) ,1,2017,5.8,15411,Alex Zamm
88945,Home Again(2017) ,1,2017,5.8,27565,Hallie Meyers-Shyer
89054,Second Act(2018) ,1,2018,5.8,21515,Peter Segal
89163,Shock Treatment(1981) ,1,1981,5.8,4481,Jim Sharman
89272,Office Christmas Party(2016) ,1,2016,5.8,66788,Josh Gordon
89381,What a Girl Wants(2003) ,1,2003,5.8,58849,Dennie Gordon
89490,The Perfect Date(2019) ,1,2019,5.8,31335,Chris Nelson
89599,You Again(2010) ,1,2010,5.8,48970,Andy Fickman
89708,Donald Trump's The Art of the Deal: The Movie(2016) ,1,2016,5.8,3794,Jeremy Konner
89817,1941(1979) ,1,1979,5.8,31026,Steven Spielberg
89926,Happy Ending(2018) ,1,2018,5.8,374,Hella Joof
90035,Son in Law(1993) ,1,1993,5.8,17208,Steve Rash
90144,Animal Crackers(2017) ,1,2017,5.8,2187,Tony Bancroft
90253,Wonder Park(2019) ,1,2019,5.8,9592,Dylan Brown
90362,Buster(1988) ,1,1988,5.8,3296,David Green
90471,The Love Punch(2013) ,1,2013,5.8,12938,Joel Hopkins
90580,Sierra Burgess Is a Loser(2018) ,1,2018,5.8,34028,Ian Samuels
90689,High Spirits(1988) ,1,1988,5.8,8510,Neil Jordan
90798,Bad News Bears(2005) ,1,2005,5.8,20476,Richard Linklater
90907,The Green Hornet(2011) ,1,2011,5.8,154288,Michel Gondry
91016,Twenties            ,1,,5.8,439,Lena Waithe
91125,Hudson Hawk(1991) ,1,1991,5.8,51711,Michael Lehmann
91234,100 Girls(2000) ,1,2000,5.8,20613,Michael Davis
91343,Spell(2018) ,1,2018,5.8,392,Brendan Walter
91452,Black Sheep(2006) ,1,2006,5.8,38868,Jonathan King
91561,The Cobbler(2014) ,1,2014,5.8,51611,Tom McCarthy
91670,Joe Versus the Volcano(1990) ,1,1990,5.8,34163,John Patrick Shanley
91779,Bulletproof(1996) ,1,1996,5.8,34905,Ernest R. Dickerson
91888,Another Cinderella Story(2008) ,1,2008,5.8,26426,Damon Santostefano
91997,Sirens(1994) ,1,1994,5.8,9971,John Duigan
92106,Breakin'(1984) ,1,1984,5.8,5763,Joel Silberg
92215,Police Academy 2: Their First Assignment(1985) ,1,1985,5.8,50832,Jerry Paris
92324,Friday After Next(2002) ,1,2002,5.8,25282,Marcus Raboy
92433,Semi-Pro(2008) ,1,2008,5.8,77745,Kent Alterman
92542,Diary of a Mad Black Woman(2005) ,1,2005,5.8,13477,Darren Grant
92651,Ooops! Noah Is Gone...(2015) ,1,2015,5.8,4110,Toby Genkel
92760,Chelsea Handler: Evolution(2020) ,1,2020,5.8,148,Troy Miller
92869,Goon: Last of the Enforcers(2017) ,1,2017,5.8,11970,Jay Baruchel
92978,Madness in the Method(2019) ,1,2019,5.8,1608,Jason Mewes
93087,Undercover Brother(2002) ,1,2002,5.8,33197,Malcolm D. Lee
93196,Blame It on Rio(1984) ,1,1984,5.8,9812,Stanley Donen
93305,Caveman(1981) ,1,1981,5.8,6991,Carl Gottlieb
93414,Mickey Blue Eyes(1999) ,1,1999,5.8,34764,Kelly Makin
93523,Summer Lovers(1982) ,1,1982,5.8,3746,Randal Kleiser
93632,Troop Beverly Hills(1989) ,1,1989,5.8,9344,Jeff Kanew
93741,Drive Me Crazy(1999) ,1,1999,5.8,17970,John Schultz
93850,Murder Party(2007) ,1,2007,5.8,10622,Jeremy Saulnier
93959,21 & Over(2013) ,1,2013,5.8,71550,Jon Lucas
94068,The Festival(2018) ,1,2018,5.8,5878,Iain Morris
94177,Big Bad Mama(1974) ,1,1974,5.8,2290,Steve Carver
94286,The After Party(2018) ,1,2018,5.8,3599,Ian Edelman
94395,The Baby-Sitters Club(1995) ,1,1995,5.8,5350,Melanie Mayron
94504,And So It Goes(2014) ,1,2014,5.8,12666,Rob Reiner
94613,Honeymoon in Vegas(1992) ,1,1992,5.8,16697,Andrew Bergman
94722,Dry Martina(2018) ,1,2018,5.8,661,Che Sandoval
94831,Aria(1987) ,1,1987,5.8,2558,Robert Altman
94940,Time Freak(2018) ,1,2018,5.8,6662,Andrew Bowler
95049,Air America(1990) ,1,1990,5.8,26720,Roger Spottiswoode
95158,Elsewhere(2019) ,1,2019,5.8,377,Hernan Jimenez
95267,House Arrest(1996) ,1,1996,5.8,7953,Harry Winer
95376,Grown Ups(2010) ,1,2010,5.9,225886,Dennis Dugan
95485,Z-O-M-B-I-E-S 2(2020) ,1,2020,5.9,1167,Paul Hoen
95594,Jessie            ,1,,5.9,12336,Pamela Eells
95703,Mom's Got a Date with a Vampire(2000) ,1,2000,5.9,3627,Steve Boyum
95812,Maxxx            ,1,,5.9,132,Alan Asaad
95921,She's All That(1999) ,1,1999,5.9,83585,Robert Iscove
96030,Spree(2020) ,1,2020,5.9,2092,Eugene Kotlyarenko
96139,Into the Woods(2014) ,1,2014,5.9,130504,Rob Marshall
96248,Out of Her Mind            ,1,,5.9,177,Fiona Button
96357,Barbarella(1968) ,1,1968,5.9,31923,Roger Vadim
96466,Rock of Ages(2012) ,1,2012,5.9,73137,Adam Shankman
96575,"Double, Double Toil and Trouble(1993) ",1,1993,5.9,3173,Stuart Margolin
96684,Footloose(2011) ,1,2011,5.9,45964,Craig Brewer
96793,Without a Paddle(2004) ,1,2004,5.9,44023,Steven Brill
96902,Confessions of a Shopaholic(2009) ,1,2009,5.9,73929,P.J. Hogan
97011,Career Opportunities(1991) ,1,1991,5.9,10584,Bryan Gordon
97120,Assassination Nation(2018) ,1,2018,5.9,14584,Sam Levinson
97229,Cheaper by the Dozen(2003) ,1,2003,5.9,92890,Shawn Levy
97338,Dirty Grandpa(2016) ,1,2016,5.9,111791,Dan Mazer
97447,Jumpin' Jack Flash(1986) ,1,1986,5.9,17961,Penny Marshall
97556,I Now Pronounce You Chuck & Larry(2007) ,1,2007,5.9,140119,Dennis Dugan
97665,A Cinderella Story(2004) ,1,2004,5.9,80021,Mark Rosman
97774,Something Borrowed(2011) ,1,2011,5.9,57092,Luke Greenfield
97883,True Memoirs of an International Assassin(2016) ,1,2016,5.9,19909,Jeff Wadlow
97992,Dinner for Schmucks(2010) ,1,2010,5.9,99549,Jay Roach
98101,Freaks of Nature(2015) ,1,2015,5.9,10890,Robbie Pickering
98210,Fright Night Part 2(1988) ,1,1988,5.9,11363,Tommy Lee Wallace
98319,Mannequin(1987) ,1,1987,5.9,28811,Michael Gottlieb
98428,Isn't It Romantic(2019) ,1,2019,5.9,61132,Todd Strauss-Schulson
98537,The New Guy(2002) ,1,2002,5.9,33444,Ed Decter
98646,The Brothers Grimm(2005) ,1,2005,5.9,115255,Terry Gilliam
98755,Shallow Hal(2001) ,1,2001,5.9,126018,Bobby Farrelly
98864,Dracula: Dead and Loving It(1995) ,1,1995,5.9,38577,Mel Brooks
98973,Cocktail(1988) ,1,1988,5.9,78377,Roger Donaldson
99082,The Prince & Me(2004) ,1,2004,5.9,37224,Martha Coolidge
99191,Stuart Little(1999) ,1,1999,5.9,124382,Rob Minkoff
99300,The Stuff(1985) ,1,1985,5.9,13780,Larry Cohen
99409,Kill Me Three Times(2014) ,1,2014,5.9,20392,Kriv Stenders
99518,Keeping Up with the Joneses(2016) ,1,2016,5.9,56665,Greg Mottola
99627,The Lair of the White Worm(1988) ,1,1988,5.9,9931,Ken Russell
99736,Around the World in 80 Days(2004) ,1,2004,5.9,83924,Frank Coraci
99845,You Might Be the Killer(2018) ,1,2018,5.9,4187,Brett Simmons
99954,Guess Who(2005) ,1,2005,5.9,40033,Kevin Rodney Sullivan
100063,LazyTown            ,1,,5.9,5938,Magnús Scheving
100172,Return of the Living Dead: Part II(1988) ,1,1988,5.9,18074,Ken Wiederhorn
100281,Iron Sky(2012) ,1,2012,5.9,90699,Timo Vuorensola
100390,Piranha(1978) ,1,1978,5.9,18741,Joe Dante
100499,Made of Honor(2008) ,1,2008,5.9,67092,Paul Weiland
100608,The Borrowers(1997) ,1,1997,5.9,19660,Peter Hewitt
100717,Look Who's Talking(1989) ,1,1989,5.9,76391,Amy Heckerling
100826,Cockneys vs Zombies(2012) ,1,2012,5.9,18247,Matthias Hoene
100935,It Takes Two(1995) ,1,1995,5.9,20503,Andy Tennant
101044,Unbelievable!!!!!(2020) ,1,2020,5.9,848,Steven L. Fawcette
101153,The Incredible Burt Wonderstone(2013) ,1,2013,5.9,70318,Don Scardino
101262,She's Having a Baby(1988) ,1,1988,5.9,11239,John Hughes
101371,Valley of the Sun(1942) ,1,1942,5.9,305,George Marshall
101480,Nancy Drew(2007) ,1,2007,5.9,19230,Andrew Fleming
101589,The Monster Club(1981) ,1,1981,5.9,3033,Roy Ward Baker
101698,Almost Friends(2016) ,1,2016,5.9,3552,Jake Goldberger
101807,"Welcome Home, Roxy Carmichael(1990) ",1,1990,5.9,4877,Jim Abrahams
101916,Impractical Jokers: The Movie(2020) ,1,2020,5.9,4438,Chris Henchy
102025,No Good Nick            ,1,,5.9,2067,Keetgi Kogan
102134,Fade to Black(1980) ,1,1980,5.9,3020,Vernon Zimmerman
102243,Elvira's Haunted Hills(2001) ,1,2001,5.9,2850,Sam Irvin
102352,Dream a Little Dream(1989) ,1,1989,5.9,6285,Marc Rocco
102461,Another 48 Hrs.(1990) ,1,1990,5.9,37855,Walter Hill
102570,My Best Friend's Girl(2008) ,1,2008,5.9,42281,Howard Deutch
102679,Cocomelon            ,1,,5.9,52,Hannah An
102788,Gnomeo & Juliet(2011) ,1,2011,5.9,51837,Kelly Asbury
102897,United We Fall            ,1,,5.9,637,Julius Sharpe
103006,The Players Club(1998) ,1,1998,5.9,6275,Ice Cube
103115,Saving Silverman(2001) ,1,2001,5.9,38421,Dennis Dugan
103224,RocketMan(1997) ,1,1997,5.9,8984,Stuart Gillard
103333,Weird City            ,1,,5.9,1900,Cynthy Wu
103442,Medical Police            ,1,,5.9,3333,Rob Corddry
103551,Curly Sue(1991) ,1,1991,5.9,20133,John Hughes
103660,Ride Along 2(2016) ,1,2016,5.9,52816,Tim Story
103769,The Chase(1994) ,1,1994,5.9,17019,Adam Rifkin
103878,Looks Like Christmas(2016) ,1,2016,5.9,732,Terry Ingram
103987,Promising Young Woman(2020) ,1,2020,6,466,Emerald Fennell
104096,Murder Mystery(2019) ,1,2019,6,98303,Kyle Newacheck
104205,The Kissing Booth(2018) ,1,2018,6,63536,Vince Marcello
104314,Bring It On(2000) ,1,2000,6,86540,Peyton Reed
104423,Overboard(2018) ,1,2018,6,33660,Rob Greenberg
104532,The House with a Clock in Its Walls(2018) ,1,2018,6,44053,Eli Roth
104641,The Spy Who Dumped Me(2018) ,1,2018,6,66936,Susanna Fogel
104750,Come to Daddy(2019) ,1,2019,6,11961,Ant Timpson
104859,Teenage Mutant Ninja Turtles: Out of the Shadows(2016) ,1,2016,6,83374,Dave Green
104968,Operation Christmas Drop(2020) ,1,2020,6,446,Martin Wood
105077,Joey            ,1,,6,40531,Shana Goldberg-Meehan
105186,Yummy(2019) ,1,2019,6,2481,Lars Damoiseaux
105295,Joe Dirt(2001) ,1,2001,6,50831,Dennie Gordon
105404,Blossom            ,1,,6,6724,Don Reo
105513,Hoops            ,1,,6,3396,Ben Hoffman
105622,War Machine(2017) ,1,2017,6,41000,David Michôd
105731,Shark Tale(2004) ,1,2004,6,165038,Bibo Bergeron
105840,The Escort(2016) ,1,2016,6,11626,Will Slocombe
105949,Anna and the Apocalypse(2017) ,1,2017,6,9510,John McPhail
106058,Philophobia(2019) ,1,2019,6,452,Guy Davies
106167,Sahara(2005) ,1,2005,6,91306,Breck Eisner
106276,Night at the Museum: Battle of the Smithsonian(2009) ,1,2009,6,174701,Shawn Levy
106385,Mike and Dave Need Wedding Dates(2016) ,1,2016,6,81325,Jake Szymanski
106494,Bedazzled(2000) ,1,2000,6,95835,Harold Ramis
106603,3 Men and a Baby(1987) ,1,1987,6,47254,Leonard Nimoy
106712,Tremors II: Aftershocks(1996) ,1,1996,6,26198,S.S. Wilson
106821,The Other Woman(2014) ,1,2014,6,129705,Nick Cassavetes
106930,Destination Wedding(2018) ,1,2018,6,24055,Victor Levin
107039,The Boy Who Cried Werewolf(2010) ,1,2010,6,2750,Eric Bross
107148,Intelligence            ,1,,6,1839,Nick Mohammed
107257,Austin & Ally            ,1,,6,9072,Kevin Kopelow
107366,Drop Dead Fred(1991) ,1,1991,6,26667,Ate de Jong
107475,To All the Boys: P.S. I Still Love You(2020) ,1,2020,6,23076,Michael Fimognari
107584,Speed Racer(2008) ,1,2008,6,68338,Lana Wachowski
107693,The Brady Bunch Movie(1995) ,1,1995,6,20407,Betty Thomas
107802,Bridget Jones: The Edge of Reason(2004) ,1,2004,6,104200,Beeban Kidron
107911,Motel Hell(1980) ,1,1980,6,9881,Kevin Connor
108020,Get Hard(2015) ,1,2015,6,121212,Etan Cohen
108129,Daddy's Home 2(2017) ,1,2017,6,60144,Sean Anders
108238,Bedtime Stories(2008) ,1,2008,6,87375,Adam Shankman
108347,Walk of Shame(2014) ,1,2014,6,50654,Steven Brill
108456,Sneakerheads            ,1,,6,878,Jay Longino
108565,Catch and Release(2006) ,1,2006,6,23872,Susannah Grant
108674,Orígenes secretos(2020) ,1,2020,6,4439,David Galán Galindo
108783,Along Came Polly(2004) ,1,2004,6,125072,John Hamburg
108892,CHIPS(2017) ,1,2017,6,41906,Dax Shepard
109001,The Princess Switch(2018) ,1,2018,6,18599,Mike Rohl
109110,Sisters(2015) ,1,2015,6,62341,Jason Moore
109219,The Golden Child(1986) ,1,1986,6,50568,Michael Ritchie
109328,Flower(2017) ,1,2017,6,7008,Max Winkler
109437,Harry and the Hendersons(1987) ,1,1987,6,30873,William Dear
109546,Mr. Popper's Penguins(2011) ,1,2011,6,86732,Mark Waters
109655,The Best Little Whorehouse in Texas(1982) ,1,1982,6,9698,Colin Higgins
109764,Absolutely Anything(2015) ,1,2015,6,39082,Terry Jones
109873,Grind(2003) ,1,2003,6,11720,Casey La Scala
109982,Tragedy Girls(2017) ,1,2017,6,8449,Tyler MacIntyre
110091,Playing It Cool(2014) ,1,2014,6,25532,Justin Reardon
110200,Judy & Punch(2019) ,1,2019,6,1913,Mirrah Foulkes
110309,She's the One(1996) ,1,1996,6,16369,Edward Burns
110418,Night of the Demons 2(1994) ,1,1994,6,4909,Brian Trenchard-Smith
110527,Girls Just Want to Have Fun(1985) ,1,1985,6,9704,Alan Metter
110636,The SpongeBob Movie: Sponge Out of Water(2015) ,1,2015,6,48053,Paul Tibbitt
110745,Memoirs of an Invisible Man(1992) ,1,1992,6,22407,John Carpenter
110854,The Lego Ninjago Movie(2017) ,1,2017,6,22039,Charlie Bean
110963,Class(1983) ,1,1983,6,9429,Lewis John Carlino
111072,The Woman in Red(1984) ,1,1984,6,13804,Gene Wilder
111181,Desperately Seeking Susan(1985) ,1,1985,6,20721,Susan Seidelman
111290,Vegas Vacation(1997) ,1,1997,6,43958,Stephen Kessler
111399,Stuck in the Middle            ,1,,6,1379,Alison Brown
111508,Love Sarah(2020) ,1,2020,6,477,Eliza Schroeder
111617,Vampire's Kiss(1988) ,1,1988,6,14143,Robert Bierman
111726,Scenes of a Sexual Nature(2006) ,1,2006,6,4938,Ed Blum
111835,Madeline(1998) ,1,1998,6,6684,Daisy von Scherler Mayer
111944,Match Game            ,1,,6,983,Alec Baldwin
112053,Ice Princess(2005) ,1,2005,6,24599,Tim Fywell
112162,The Flight Before Christmas(2015) ,1,2015,6,1333,Peter Sullivan
112271,Igor(2008) ,1,2008,6,22199,Tony Leondis
112380,Ellen            ,1,,6,5065,Carol Black
112489,Supervixens(1975) ,1,1975,6,4149,Russ Meyer
112598,Harpoon(2019) ,1,2019,6,3825,Rob Grant
112707,Smurfs: The Lost Village(2017) ,1,2017,6,18057,Kelly Asbury
112816,My Big Fat Greek Wedding 2(2016) ,1,2016,6,27961,Kirk Jones
112925,Vamp(1986) ,1,1986,6,4847,Richard Wenk
113034,Winx Club            ,1,,6,4270,Iginio Straffi
113143,Jimmy Neutron: Boy Genius(2001) ,1,2001,6,30365,John A. Davis
113252,The Story of Us(1999) ,1,1999,6,21457,Rob Reiner
113361,The Hotel New Hampshire(1984) ,1,1984,6,7735,Tony Richardson
113470,Baby Mama(2008) ,1,2008,6,41951,Michael McCullers
113579,Adventures in Babysitting(2016) ,1,2016,6,2921,John Schultz
113688,Highway to Hell(1991) ,1,1991,6,3909,Ate de Jong
113797,Leatherheads(2008) ,1,2008,6,30836,George Clooney
113906,Dragnet(1987) ,1,1987,6,31454,Tom Mankiewicz
114015,Wildcats(1986) ,1,1986,6,11732,Michael Ritchie
114124,Arthur et les Minimoys(2006) ,1,2006,6,32698,Luc Besson
114233,3000 Miles to Graceland(2001) ,1,2001,6,43424,Demian Lichtenstein
114342,All I Want for Christmas(1991) ,1,1991,6,4344,Robert Lieberman
114451,Homeward Bound II: Lost in San Francisco(1996) ,1,1996,6,13586,David R. Ellis
114560,Le streghe(1967) ,1,1967,6,1346,Mauro Bolognini
114669,Inside Amy Schumer            ,1,,6,11594,Daniel Powell
114778,How to Be a Latin Lover(2017) ,1,2017,6,13785,Ken Marino
114887,68 Kill(2017) ,1,2017,6,4773,Trent Haaga
114996,Sex and Death 101(2007) ,1,2007,6,10638,Daniel Waters
115105,Haters Back Off!            ,1,,6,6710,Christopher Ballinger
115214,Holidate(2020) ,1,2020,6.1,12850,John Whitesell
115323,"Yes, God, Yes(2019) ",1,2019,6.1,5148,Karen Maine
115432,Casper(1995) ,1,1995,6.1,119375,Brad Silberling
115541,Trolls World Tour(2020) ,1,2020,6.1,14062,Walt Dohrn
115650,The Broken Hearts Gallery(2020) ,1,2020,6.1,1760,Natalie Krinsky
115759,Wild Child(2008) ,1,2008,6.1,48628,Nick Moore
115868,Magic Mike(2012) ,1,2012,6.1,130219,Steven Soderbergh
115977,A Million Ways to Die in the West(2014) ,1,2014,6.1,174374,Seth MacFarlane
116086,90210,1,,6.1,41873,Darren Star
116195,Unpregnant(2020) ,1,2020,6.1,3312,Rachel Lee Goldenberg
116304,The Waterboy(1998) ,1,1998,6.1,147165,Frank Coraci
116413,Vacation(2015) ,1,2015,6.1,97704,John Francis Daley
116522,Dora and the Lost City of Gold(2019) ,1,2019,6.1,22596,James Bobin
116631,Kindergarten Cop(1990) ,1,1990,6.1,134567,Ivan Reitman
116740,Sausage Party(2016) ,1,2016,6.1,173378,Greg Tiernan
116849,The Love Boat            ,1,,6.1,8776,Wilford Lloyd Baumes
116958,28 Days(2000) ,1,2000,6.1,44320,Betty Thomas
117067,Zoey 101            ,1,,6.1,13452,Dan Schneider
117176,Jexi(2019) ,1,2019,6.1,18171,Jon Lucas
117285,Room 104            ,1,,6.1,4967,Mark Duplass
117394,Nanny McPhee and the Big Bang(2010) ,1,2010,6.1,27764,Susanna White
117503,27 Dresses(2008) ,1,2008,6.1,152537,Anne Fletcher
117612,Like Father(2018) ,1,2018,6.1,18467,Lauren Miller Rogen
117721,Work It(2020) ,1,2020,6.1,8066,Laura Terruso
117830,Little Monsters(1989) ,1,1989,6.1,11292,Richard Greenberg
117939,Dick Tracy(1990) ,1,1990,6.1,57023,Warren Beatty
118048,Critters(1986) ,1,1986,6.1,30757,Stephen Herek
118157,Bee Movie(2007) ,1,2007,6.1,139889,Simon J. Smith
118266,Cars 2(2011) ,1,2011,6.1,157088,John Lasseter
118375,Rifkin's Festival(2020) ,1,2020,6.1,397,Woody Allen
118484,Between Two Ferns: The Movie(2019) ,1,2019,6.1,25596,Scott Aukerman
118593,Teen Witch(1989) ,1,1989,6.1,8156,Dorian Walker
118702,What's Your Number?(2011) ,1,2011,6.1,71888,Mark Mylod
118811,10(1979) ,1,1979,6.1,15046,Blake Edwards
118920,Teen Wolf(1985) ,1,1985,6.1,45321,Rod Daniel
119029,The Opening Act(2020) ,1,2020,6.1,421,Steve Byrne
119138,D2: The Mighty Ducks(1994) ,1,1994,6.1,36021,Sam Weisman
119247,Never Been Kissed(1999) ,1,1999,6.1,82432,Raja Gosnell
119356,Code 404            ,1,,6.1,1010,Tom Miller
119465,How to Be Single(2016) ,1,2016,6.1,80144,Christian Ditter
119574,The Cable Guy(1996) ,1,1996,6.1,151093,Ben Stiller
119683,My Awkward Sexual Adventure(2012) ,1,2012,6.1,9079,Sean Garrity
119792,Twins(1988) ,1,1988,6.1,112552,Ivan Reitman
119901,Sonny with a Chance            ,1,,6.1,10500,Steve Marmel
120010,The Game Plan(2007) ,1,2007,6.1,58112,Andy Fickman
120119,Evolution(2001) ,1,2001,6.1,118552,Ivan Reitman
120228,A Christmas Melody(2015) ,1,2015,6.1,1483,Mariah Carey
120337,Gringo(2018) ,1,2018,6.1,26211,Nash Edgerton
120446,Mystery Men(1999) ,1,1999,6.1,61352,Kinka Usher
120555,Excision(2012) ,1,2012,6.1,20572,Richard Bates Jr.
120664,Starsky & Hutch(2004) ,1,2004,6.1,137366,Todd Phillips
120773,The Lovebirds(2020) ,1,2020,6.1,19376,Michael Showalter
120882,That Awkward Moment(2014) ,1,2014,6.1,96950,Tom Gormican
120991,Valeria            ,1,,6.1,2346,María López Castaño
121100,Shrek the Third(2007) ,1,2007,6.1,276548,Chris Miller
121209,The Monuments Men(2014) ,1,2014,6.1,123541,George Clooney
121318,Hit and Run(2012) ,1,2012,6.1,34350,David Palmer
121427,Silver Spoons            ,1,,6.1,3623,Martin Cohan
121536,Teenage Mutant Ninja Turtles II: The Secret of the Ooze(1991) ,1,1991,6.1,51054,Michael Pressman
121645,Rookie of the Year(1993) ,1,1993,6.1,24850,Daniel Stern
121754,Wrapped Up In Christmas(2017) ,1,2017,6.1,578,Peter Sullivan
121863,K.C. Undercover            ,1,,6.1,3302,Corinne Marshall
121972,Harlem Nights(1989) ,1,1989,6.1,20053,Eddie Murphy
122081,Book Club(2018) ,1,2018,6.1,24802,Bill Holderman
122190,Pink Flamingos(1972) ,1,1972,6.1,21741,John Waters
122299,Two Weeks Notice(2002) ,1,2002,6.1,105843,Marc Lawrence
122408,The Selling(2011) ,1,2011,6.1,858,Emily Lou Wilbur
122517,Larry Crowne(2011) ,1,2011,6.1,62847,Tom Hanks
122626,Fam            ,1,,6.1,2467,Corinne Kingsbury
122735,Camp Nowhere(1994) ,1,1994,6.1,8713,Jonathan Prince
122844,The Pagemaster(1994) ,1,1994,6.1,20866,Pixote Hunt
122953,The Switch(2010) ,1,2010,6.1,96174,Josh Gordon
123062,Stage Mother(2020) ,1,2020,6.1,569,Thom Fitzgerald
123171,Edtv(1999) ,1,1999,6.1,41238,Ron Howard
123280,American Ultra(2015) ,1,2015,6.1,83635,Nima Nourizadeh
123389,The Big Hit(1998) ,1,1998,6.1,28230,Kirk Wong
123498,Red Heat(1988) ,1,1988,6.1,63651,Walter Hill
123607,Baby's Day Out(1994) ,1,1994,6.1,45144,Patrick Read Johnson
123716,Charles in Charge            ,1,,6.1,5204,Barbara Weisberg
123825,Chasing Liberty(2004) ,1,2004,6.1,35987,Andy Cadiff
123934,Christmas Scavenger Hunt(2019) ,1,2019,6.1,668,Marita Grabiak
124043,Airheads(1994) ,1,1994,6.1,45699,Michael Lehmann
124152,Sundown: The Vampire in Retreat(1989) ,1,1989,6.1,2287,Anthony Hickox
124261,The Bronze(2015) ,1,2015,6.1,9781,Bryan Buckley
124370,The Mexican(2001) ,1,2001,6.1,102175,Gore Verbinski
124479,Fired Up!(2009) ,1,2009,6.1,41802,Will Gluck
124588,The Campaign(2012) ,1,2012,6.1,123675,Jay Roach
124697,What Happens in Vegas(2008) ,1,2008,6.1,163878,Tom Vaughan
124806,Christmas in the Wild(2019) ,1,2019,6.1,10481,Ernie Barbarash
124915,A Good Old Fashioned Orgy(2011) ,1,2011,6.1,21113,Alex Gregory
