ID,Name,Released,Year,Score,RatingCount,Director
227920,Babe(1995) ,1,1995,6.8,115697,Chris Noonan
228029,50 First Dates(2004) ,1,2004,6.8,322780,Peter Segal
228138,Heartbeat            ,1,,6.8,2564,William Simons
228247,Now and Then(1995) ,1,1995,6.8,26780,Lesli Linka Glatter
228356,Always Be My Maybe(2019) ,1,2019,6.8,44403,Nahnatchka Khan
228465,Risky Business(1983) ,1,1983,6.8,79869,Paul Brickman
228574,The Facts of Life            ,1,,6.8,5822,Dick Clair
228683,Just Shoot Me!            ,1,,6.8,17638,Steven Levitan
228792,Can't Buy Me Love(1987) ,1,1987,6.8,32321,Steve Rash
228901,The Hitchhiker's Guide to the Galaxy(2005) ,1,2005,6.8,185212,Garth Jennings
229010,Yes Man(2008) ,1,2008,6.8,331761,Peyton Reed
229119,Bruce Almighty(2003) ,1,2003,6.8,367725,Tom Shadyac
229228,Under the Tuscan Sun(2003) ,1,2003,6.8,46934,Audrey Wells
229337,The Parkers            ,1,,6.8,1884,Ralph Farquhar
229446,The American President(1995) ,1,1995,6.8,51438,Rob Reiner
229555,Night of the Creeps(1986) ,1,1986,6.8,20587,Fred Dekker
229664,White Men Can't Jump(1992) ,1,1992,6.8,74072,Ron Shelton
229773,Hot Shots!(1991) ,1,1991,6.8,98097,Jim Abrahams
229882,Four Rooms(1995) ,1,1995,6.8,97193,Allison Anders
229991,To Die For(1995) ,1,1995,6.8,43134,Gus Van Sant
230100,The Drew Carey Show            ,1,,6.8,15889,Drew Carey
230209,The Imaginarium of Doctor Parnassus(2009) ,1,2009,6.8,143333,Terry Gilliam
230318,The F Word(2013) ,1,2013,6.8,69849,Michael Dowse
230427,Odd Thomas(2013) ,1,2013,6.8,47316,Stephen Sommers
230536,Walk Hard: The Dewey Cox Story(2007) ,1,2007,6.8,66691,Jake Kasdan
230645,Jay and Silent Bob Strike Back(2001) ,1,2001,6.8,147528,Kevin Smith
230754,Blue's Clues            ,1,,6.8,4574,Angela Santomero
230863,Before We Go(2014) ,1,2014,6.8,51168,Chris Evans
230972,Dave(1993) ,1,1993,6.8,48512,Ivan Reitman
231081,Bolt(2008) ,1,2008,6.8,187471,Byron Howard
231190,Brother Bear(2003) ,1,2003,6.8,95367,Aaron Blaise
231299,Patch Adams(1998) ,1,1998,6.8,103580,Tom Shadyac
231408,Working Girl(1988) ,1,1988,6.8,50894,Mike Nichols
231517,My Wife and Kids            ,1,,6.8,25015,Don Reo
231626,Stepmom(1998) ,1,1998,6.8,60032,Chris Columbus
231735,"Good Morning, Miss Bliss            ",1,,6.8,1508,Sam Bobrick
231844,Madagascar 3: Europe's Most Wanted(2012) ,1,2012,6.8,160547,Eric Darnell
231953,The First Time(2012) ,1,2012,6.8,65801,Jonathan Kasdan
232062,Nine to Five(1980) ,1,1980,6.8,27108,Colin Higgins
232171,John Bronco(2020) ,1,2020,6.8,175,Jake Szymanski
232280,Innerspace(1987) ,1,1987,6.8,53544,Joe Dante
232389,Lost in Yonkers(1993) ,1,1993,6.8,2633,Martha Coolidge
232498,City Slickers(1991) ,1,1991,6.8,47676,Ron Underwood
232607,Tenacious D in The Pick of Destiny(2006) ,1,2006,6.8,100889,Liam Lynch
232716,Life(1999) ,1,1999,6.8,45029,Ted Demme
232825,Alice            ,1,,6.8,3835,Robert Getchell
232934,The Family Man(2000) ,1,2000,6.8,101697,Brett Ratner
233043,Meet the Robinsons(2007) ,1,2007,6.8,86236,Stephen J. Anderson
233152,Four More Shots Please!            ,1,,6.8,17496,Rangita Pritish Nandy
233261,Cybill            ,1,,6.8,3566,Chuck Lorre
233370,Sick Note            ,1,,6.8,5656,Nat Saunders
233479,Goon(2011) ,1,2011,6.8,83260,Michael Dowse
233588,All Dogs Go to Heaven(1989) ,1,1989,6.8,35756,Don Bluth
233697,The Boxtrolls(2014) ,1,2014,6.8,53858,Graham Annable
233806,A Dream of Christmas(2016) ,1,2016,6.8,1657,Gary Yates
233915,Florence Foster Jenkins(2016) ,1,2016,6.8,50065,Stephen Frears
234024,A Futile and Stupid Gesture(2018) ,1,2018,6.8,13211,David Wain
234133,Bless This Mess            ,1,,6.8,2755,Lake Bell
234242,Kicking and Screaming(1995) ,1,1995,6.8,11534,Noah Baumbach
234351,Imagine Me & You(2005) ,1,2005,6.8,29486,Ol Parker
234460,Bernie(2011) ,1,2011,6.8,56602,Richard Linklater
234569,Horton Hears a Who!(2008) ,1,2008,6.8,128189,Jimmy Hayward
234678,Brittany Runs a Marathon(2019) ,1,2019,6.8,14807,Paul Downs Colaizzo
234787,#BlackAF            ,1,,6.8,3582,Kenya Barris
234896,Adventureland(2009) ,1,2009,6.8,151286,Greg Mottola
235005,A Very Merry Mix-Up(2013) ,1,2013,6.8,3042,Jonathan Wright
235114,Disjointed            ,1,,6.8,8639,David Javerbaum
235223,Ice Age: The Meltdown(2006) ,1,2006,6.8,253030,Carlos Saldanha
235332,Murphy Brown            ,1,,6.8,8311,Diane English
235441,Divorce            ,1,,6.8,6419,Sharon Horgan
235550,Spun(2002) ,1,2002,6.8,36589,Jonas Åkerlund
235659,Man Up(2015) ,1,2015,6.8,48290,Ben Palmer
235768,Used Cars(1980) ,1,1980,6.8,13432,Robert Zemeckis
235877,Their Finest(2016) ,1,2016,6.8,17533,Lone Scherfig
235986,The War of the Roses(1989) ,1,1989,6.8,47532,Danny DeVito
236095,Serial Mom(1994) ,1,1994,6.8,26649,John Waters
236204,Mr. Peabody & Sherman(2014) ,1,2014,6.8,61563,Rob Minkoff
236313,Storks(2016) ,1,2016,6.8,55245,Nicholas Stoller
236422,Soy Luna            ,1,,6.8,949,Jorge Edelstein
236531,Where the Heart Is(2000) ,1,2000,6.8,31474,Matt Williams
236640,Ballerina(2016) ,1,2016,6.8,19273,Eric Summer
236749,The Skeleton Twins(2014) ,1,2014,6.8,39631,Craig Johnson
236858,Angel on My Shoulder(1946) ,1,1946,6.8,2386,Archie Mayo
236967,Murder on the Blackboard(1934) ,1,1934,6.8,586,George Archainbaud
237076,Tigtone            ,1,,6.8,347,Andrew Koehler
237185,Come As You Are(2019) ,1,2019,6.8,1411,Richard Wong
237294,Trigonometry            ,1,,6.8,637,Ariane Labed
237403,Middle Men(2009) ,1,2009,6.8,36385,George Gallo
237512,Stir Crazy(1980) ,1,1980,6.8,24969,Sidney Poitier
237621,Kate & Allie            ,1,,6.8,1583,Sherry Coben
237730,Family Plot(1976) ,1,1976,6.8,20357,Alfred Hitchcock
237839,Housebound(2014) ,1,2014,6.8,31682,Gerard Johnstone
237948,Weird Science            ,1,,6.8,3238,Alan Cross
238057,Il fiore delle mille e una notte(1974) ,1,1974,6.8,7051,Pier Paolo Pasolini
238166,In the House            ,1,,6.8,947,Winifred Hervey
238275,Xi you: Xiang mo pian(2013) ,1,2013,6.8,11471,Stephen Chow
238384,Idioterne(1998) ,1,1998,6.8,29477,Lars von Trier
238493,Cat Ballou(1965) ,1,1965,6.8,13147,Elliot Silverstein
238602,Sunshine Cleaning(2008) ,1,2008,6.8,69150,Christine Jeffs
238711,The History Boys(2006) ,1,2006,6.8,20136,Nicholas Hytner
238820,Teen Titans Go! To the Movies(2018) ,1,2018,6.8,16073,Aaron Horvath
238929,Bulworth(1998) ,1,1998,6.8,24522,Warren Beatty
239038,Salmon Fishing in the Yemen(2011) ,1,2011,6.8,61510,Lasse Hallström
239147,Grounded for Christmas(2019) ,1,2019,6.8,344,Amyn Kaderali
239256,Toc Toc(2017) ,1,2017,6.8,12501,Vicente Villanueva
239365,Slaughterhouse-Five(1972) ,1,1972,6.8,12047,George Roy Hill
239474,Uzaki-chan wa Asobitai!            ,1,,6.8,387,Naomi Ohzora
239583,Freeway(1996) ,1,1996,6.8,26065,Matthew Bright
239692,Quartet(2012) ,1,2012,6.8,18960,Dustin Hoffman
239801,Bay Yanlis            ,1,,6.8,1563,Can Yaman
239910,Sauerkrautkoma(2018) ,1,2018,6.8,1030,Ed Herzog
240019,Obvious Child(2014) ,1,2014,6.8,23541,Gillian Robespierre
240128,The Brothers Bloom(2008) ,1,2008,6.8,48652,Rian Johnson
240237,Simon Birch(1998) ,1,1998,6.8,20357,Mark Steven Johnson
240346,"Love, American Style            ",1,,6.8,1788,Stuart Margolin
240455,Foreign Letters(2012) ,1,2012,6.8,210,Ela Thier
240564,Smosh            ,1,,6.8,2615,Ian Hecox
240673,Foul Play(1978) ,1,1978,6.8,13512,Colin Higgins
240782,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan(2020) ,1,2020,6.9,70565,Jason Woliner
240891,Hocus Pocus(1993) ,1,1993,6.9,100728,Kenny Ortega
241000,The Witches(1990) ,1,1990,6.9,41478,Nicolas Roeg
241109,The Addams Family(1991) ,1,1991,6.9,133797,Barry Sonnenfeld
241218,Crazy Rich Asians(2018) ,1,2018,6.9,136708,Jon M. Chu
241327,Game Night(2018) ,1,2018,6.9,202111,John Francis Daley
241436,Fisherman's Friends(2019) ,1,2019,6.9,5441,Chris Foggin
241545,Frankenweenie(2012) ,1,2012,6.9,97055,Tim Burton
241654,Frozen II(2019) ,1,2019,6.9,128243,Chris Buck
241763,Jumanji: Welcome to the Jungle(2017) ,1,2017,6.9,312672,Jake Kasdan
241872,The Mask(1994) ,1,1994,6.9,341828,Chuck Russell
241981,Matilda(1996) ,1,1996,6.9,126218,Danny DeVito
242090,The Devil Wears Prada(2006) ,1,2006,6.9,365707,David Frankel
242199,Napoleon Dynamite(2004) ,1,2004,6.9,196151,Jared Hess
242308,The Nanny            ,1,,6.9,36807,Fran Drescher
242417,Creepshow(1982) ,1,1982,6.9,41835,George A. Romero
242526,The 'Burbs(1989) ,1,1989,6.9,67238,Joe Dante
242635,The Holiday(2006) ,1,2006,6.9,239461,Nancy Meyers
242744,Step Brothers(2008) ,1,2008,6.9,264973,Adam McKay
242853,Victorious            ,1,,6.9,19540,Dan Schneider
242962,Wedding Crashers(2005) ,1,2005,6.9,329624,David Dobkin
243071,Madagascar(2005) ,1,2005,6.9,361023,Eric Darnell
243180,Adventures in Babysitting(1987) ,1,1987,6.9,37452,Chris Columbus
243289,Ace Ventura: Pet Detective(1994) ,1,1994,6.9,274177,Tom Shadyac
243398,Knocked Up(2007) ,1,2007,6.9,347533,Judd Apatow
243507,Pineapple Express(2008) ,1,2008,6.9,312979,David Gordon Green
243616,The Hitman's Bodyguard(2017) ,1,2017,6.9,183043,Patrick Hughes
243725,Sorry to Bother You(2018) ,1,2018,6.9,59567,Boots Riley
243834,Friends from College            ,1,,6.9,17522,Francesca Delbanco
243943,Bad Boys(1995) ,1,1995,6.9,237129,Michael Bay
244052,Horrible Bosses(2011) ,1,2011,6.9,418169,Seth Gordon
244161,Elf(2003) ,1,2003,6.9,213028,Jon Favreau
244270,Romancing the Stone(1984) ,1,1984,6.9,81564,Robert Zemeckis
244379,Easy            ,1,,6.9,11586,Joe Swanberg
244488,Ted(2012) ,1,2012,6.9,564982,Seth MacFarlane
244597,That Thing You Do!(1996) ,1,1996,6.9,61708,Tom Hanks
244706,Serious Men(2020) ,1,2020,6.9,4219,Sudhir Mishra
244815,The Upside(2017) ,1,2017,6.9,43803,Neil Burger
244924,The Half of It(2020) ,1,2020,6.9,25298,Alice Wu
245033,The Diary of a Teenage Girl(2015) ,1,2015,6.9,29328,Marielle Heller
245142,Liar Liar(1997) ,1,1997,6.9,277815,Tom Shadyac
245251,Flight of the Navigator(1986) ,1,1986,6.9,43705,Randal Kleiser
245360,The Gazebo(1959) ,1,1959,6.9,1625,George Marshall
245469,Girlfriends' Guide to Divorce            ,1,,6.9,3811,Marti Noxon
245578,My Girl(1991) ,1,1991,6.9,71048,Howard Zieff
245687,Don't Look Under the Bed(1999) ,1,1999,6.9,2653,Kenneth Johnson
245796,"Yes, Dear            ",1,,6.9,6416,Alan Kirschenbaum
245905,Stripes(1981) ,1,1981,6.9,64494,Ivan Reitman
246014,Coach            ,1,,6.9,5528,Craig T. Nelson
246123,A Different World            ,1,,6.9,5538,Bill Cosby
246232,Cloudy with a Chance of Meatballs(2009) ,1,2009,6.9,201965,Phil Lord
246341,Troop Zero(2019) ,1,2019,6.9,8642,Bert
246450,Homeward Bound: The Incredible Journey(1993) ,1,1993,6.9,41522,Duwayne Dunham
246559,The Meyerowitz Stories (New and Selected)(2017) ,1,2017,6.9,41283,Noah Baumbach
246668,Laverne & Shirley            ,1,,6.9,6254,Lowell Ganz
246777,Overboard(1987) ,1,1987,6.9,51690,Garry Marshall
246886,Footsteps in the Dark(1941) ,1,1941,6.9,1060,Lloyd Bacon
246995,Kingpin(1996) ,1,1996,6.9,76241,Bobby Farrelly
247104,Awkwafina Is Nora from Queens            ,1,,6.9,1697,Awkwafina
247213,Dead Still            ,1,,6.9,710,Michael Smiley
247322,Blinded by the Light(2019) ,1,2019,6.9,18735,Gurinder Chadha
247431,Schooled            ,1,,6.9,2778,Marc Firek
247540,Crown for Christmas(2015) ,1,2015,6.9,3795,Alex Zamm
247649,Lucas(1986) ,1,1986,6.9,14464,David Seltzer
247758,48 Hrs.(1982) ,1,1982,6.9,68168,Walter Hill
247867,"Don't Worry, He Won't Get Far on Foot(2018) ",1,2018,6.9,21187,Gus Van Sant
247976,Bicentennial Man(1999) ,1,1999,6.9,109086,Chris Columbus
248085,I Don't Feel at Home in This World Anymore.(2017) ,1,2017,6.9,47162,Macon Blair
248194,Private Parts(1997) ,1,1997,6.9,33616,Betty Thomas
248303,A Goofy Movie(1995) ,1,1995,6.9,45393,Kevin Lima
248412,The Road to El Dorado(2000) ,1,2000,6.9,83115,Bibo Bergeron
248521,Rio(2011) ,1,2011,6.9,203897,Carlos Saldanha
248630,Everybody Wants Some!!(2016) ,1,2016,6.9,51285,Richard Linklater
248739,What We Did on Our Holiday(2014) ,1,2014,6.9,19609,Andy Hamilton
248848,Serendipity(2001) ,1,2001,6.9,102592,Peter Chelsom
248957,Snatch            ,1,,6.9,3519,Alex De Rakoff
249066,Get Shorty(1995) ,1,1995,6.9,74938,Barry Sonnenfeld
249175,Mako Mermaids            ,1,,6.9,3104,Jonathan M. Shiff
249284,Family Affair            ,1,,6.9,2099,Don Fedderson
249393,Repo Man(1984) ,1,1984,6.9,33478,Alex Cox
249502,Return to Me(2000) ,1,2000,6.9,19462,Bonnie Hunt
249611,Unhappily Ever After            ,1,,6.9,2655,Ron Leavitt
249720,The Canterville Ghost(1944) ,1,1944,6.9,2486,Jules Dassin
249829,God Friended Me            ,1,,6.9,6305,Steven Lilien
249938,The Last Dragon(1985) ,1,1985,6.9,12795,Michael Schultz
250047,This Beautiful Fantastic(2016) ,1,2016,6.9,9305,Simon Aboud
250156,History of the World: Part I(1981) ,1,1981,6.9,45385,Mel Brooks
250265,Hee Haw            ,1,,6.9,1272,John Aylesworth
250374,"See No Evil, Hear No Evil(1989) ",1,1989,6.9,47946,Arthur Hiller
250483,Fletch(1985) ,1,1985,6.9,47025,Michael Ritchie
250592,The Rescuers(1977) ,1,1977,6.9,57373,John Lounsbery
250701,Bad President(2020) ,1,2020,6.9,1163,Param Gill
250810,The Cutting Edge(1992) ,1,1992,6.9,18610,Paul Michael Glaser
250919,Flack            ,1,,6.9,1667,Oliver Lansley
251028,Bugsy Malone(1976) ,1,1976,6.9,15960,Alan Parker
251137,Splitting Up Together            ,1,,6.9,3324,Emily Kapnek
251246,Ice Age: Dawn of the Dinosaurs(2009) ,1,2009,6.9,220578,Carlos Saldanha
251355,Lemonade Mouth(2011) ,1,2011,6.9,14341,Patricia Riggen
251464,Paradise PD            ,1,,6.9,12832,Roger Black
251573,"Spider Baby or, the Maddest Story Ever Told(1967) ",1,1967,6.9,6120,Jack Hill
251682,Munchausen(2013) ,1,2013,6.9,856,Ari Aster
251791,Hairspray(1988) ,1,1988,6.9,19560,John Waters
251900,The Naked Gun 2½: The Smell of Fear(1991) ,1,1991,6.9,103999,David Zucker
252009,Detroit Rock City(1999) ,1,1999,6.9,35075,Adam Rifkin
252118,Ninjago: Masters of Spinjitzu            ,1,,6.9,2678,Michael Hegner
252227,BH90210            ,1,,6.9,3747,Chris Alberghini
252336,Last Flag Flying(2017) ,1,2017,6.9,22206,Richard Linklater
252445,Silver Streak(1976) ,1,1976,6.9,17582,Arthur Hiller
252554,An American Tail(1986) ,1,1986,6.9,48260,Don Bluth
252663,Ruthless People(1986) ,1,1986,6.9,25512,Jim Abrahams
252772,Arthur(1981) ,1,1981,6.9,25598,Steve Gordon
252881,DC Super Hero Girls            ,1,,6.9,584,Lauren Faust
252990,Bell Book and Candle(1958) ,1,1958,6.9,9495,Richard Quine
253099,Matinee(1993) ,1,1993,6.9,9466,Joe Dante
253208,Heaven Can Wait(1978) ,1,1978,6.9,18434,Warren Beatty
253317,2point4 Children            ,1,,6.9,1061,Belinda Lang
253426,Here's Lucy            ,1,,6.9,1229,Milt Josefsberg
253535,The Flintstones Meet Rockula and Frankenstone(1979) ,1,1979,6.9,383,Ray Patterson
253644,Shit Creek            ,1,,6.9,14,Amy Scott-Smith
253753,Wet Hot American Summer: Ten Years Later            ,1,,6.9,7035,Michael Showalter
253862,Suicide Kings(1997) ,1,1997,6.9,25996,Peter O'Fallon
253971,Død snø 2(2014) ,1,2014,6.9,22509,Tommy Wirkola
254080,A Shaun the Sheep Movie: Farmageddon(2019) ,1,2019,6.9,8292,Will Becher
254189,The Muppets Take Manhattan(1984) ,1,1984,6.9,19263,Frank Oz
254298,Ellen: The Ellen DeGeneres Show            ,1,,6.9,15189,Ellen DeGeneres
254407,Medcezir            ,1,,6.9,7110,Josh Schwartz
254516,The Fabulous Baker Boys(1989) ,1,1989,6.9,21555,Steve Kloves
254625,The Last O.G.            ,1,,6.9,2797,John Carcieri
254734,Monster High            ,1,,6.9,171,Karen Strassman
254843,Tales of Terror(1962) ,1,1962,6.9,6331,Roger Corman
254952,De Patrick(2019) ,1,2019,6.9,1026,Tim Mielants
255061,Igby Goes Down(2002) ,1,2002,6.9,31774,Burr Steers
255170,Monster Problems(2020) ,1,2020,7,14495,Michael Matthews
255279,ParaNorman(2012) ,1,2012,7,93379,Chris Butler
255388,Two and a Half Men            ,1,,7,238116,Lee Aronsohn
255497,Saved by the Bell            ,1,,7,30985,Sam Bobrick
255606,Man with a Plan            ,1,,7,8114,Jackie Filgo
255715,American Pie(1999) ,1,1999,7,372380,Paul Weitz
255824,Mean Girls(2004) ,1,2004,7,328891,Mark Waters
255933,Happy Gilmore(1996) ,1,1996,7,194420,Dennis Dugan
256042,We're the Millers(2013) ,1,2013,7,398408,Rawson Marshall Thurber
256151,Deliver by Christmas(2020) ,1,2020,7,259,Terry Ingram
256260,Roseanne            ,1,,7,39073,Roseanne Barr
256369,Jumanji(1995) ,1,1995,7,302337,Joe Johnston
256478,Little Shop of Horrors(1986) ,1,1986,7,64831,Frank Oz
256587,RED(2010) ,1,2010,7,286184,Robert Schwentke
256696,Easy A(2010) ,1,2010,7,353106,Will Gluck
256805,Pretty Woman(1990) ,1,1990,7,284354,Garry Marshall
256914,Bull            ,1,,7,14163,Paul Attanasio
257023,The World's End(2013) ,1,2013,7,256486,Edgar Wright
257132,Half & Half            ,1,,7,1378,Jeffrey Klarik
257241,Once Upon A Snowman(2020) ,1,2020,7,665,Dan Abraham
257350,Logan Lucky(2017) ,1,2017,7,127200,Steven Soderbergh
257459,Bill & Ted's Excellent Adventure(1989) ,1,1989,7,116130,Stephen Herek
257568,The Dirt(2018) ,1,2018,7,38276,Jeff Tremaine
257677,Secretary(2002) ,1,2002,7,82371,Steven Shainberg
257786,Tropic Thunder(2008) ,1,2008,7,373881,Ben Stiller
257895,Coming to America(1988) ,1,1988,7,162003,John Landis
258004,EverAfter(1998) ,1,1998,7,68690,Andy Tennant
258113,Boruto: Naruto Next Generations            ,1,,7,6754,Yûko Sanpei
258222,Out of Sight(1998) ,1,1998,7,84479,Steven Soderbergh
258331,Four Weddings and a Funeral(1994) ,1,1994,7,137199,Mike Newell
258440,Parenthood(1989) ,1,1989,7,44552,Ron Howard
258549,Cougar Town            ,1,,7,40206,Kevin Biegel
258658,Confessions of a Dangerous Mind(2002) ,1,2002,7,82815,George Clooney
258767,Holes(2003) ,1,2003,7,76561,Andrew Davis
258876,Enchanted(2007) ,1,2007,7,174924,Kevin Lima
258985,8 Simple Rules... for Dating My Teenage Daughter            ,1,,7,23640,Tracy Gamble
259094,Wayne's World(1992) ,1,1992,7,142440,Penelope Spheeris
259203,Mrs. Doubtfire(1993) ,1,1993,7,241668,Chris Columbus
259312,Austin Powers: International Man of Mystery(1997) ,1,1997,7,218985,Jay Roach
259421,Good Luck Charlie            ,1,,7,18209,Phil Baker
259530,Spy(2015) ,1,2015,7,227306,Paul Feig
259639,Safety Not Guaranteed(2012) ,1,2012,7,118136,Colin Trevorrow
259748,Charlie Wilson's War(2007) ,1,2007,7,109166,Mike Nichols
259857,Paul(2011) ,1,2011,7,232935,Greg Mottola
259966,Burn After Reading(2008) ,1,2008,7,306284,Ethan Coen
260075,Abominable(2019) ,1,2019,7,27318,Jill Culton
260184,About a Boy(2002) ,1,2002,7,170336,Chris Weitz
260293,Last of the Summer Wine            ,1,,7,2568,Roy Clarke
260402,Miracle Workers            ,1,,7,8665,Simon Rich
260511,A Serious Man(2009) ,1,2009,7,131969,Ethan Coen
260620,The Adventures of Ichabod and Mr. Toad(1949) ,1,1949,7,12869,James Algar
260729,Rush Hour(1998) ,1,1998,7,236112,Brett Ratner
260838,22 Jump Street(2014) ,1,2014,7,341622,Phil Lord
260947,Royal Pains            ,1,,7,18934,Andrew Lenchewski
261056,The Climb(2019) ,1,2019,7,706,Michael Angelo Covino
261165,Swiss Army Man(2016) ,1,2016,7,104232,Dan Kwan
261274,Demolition(2015) ,1,2015,7,87605,Jean-Marc Vallée
261383,My Three Sons            ,1,,7,2998,Fred MacMurray
261492,Grandma's Boy(2006) ,1,2006,7,76953,Nicholaus Goossen
261601,Uncle Buck(1989) ,1,1989,7,83290,John Hughes
261710,Girlboss            ,1,,7,15038,Kay Cannon
261819,Real Genius(1985) ,1,1985,7,30034,Martha Coolidge
261928,Meet the Parents(2000) ,1,2000,7,308098,Jay Roach
262037,Big Time Adolescence(2019) ,1,2019,7,5842,Jason Orley
262146,Pee-wee's Big Adventure(1985) ,1,1985,7,48932,Tim Burton
262255,Smokey and the Bandit(1977) ,1,1977,7,44597,Hal Needham
262364,Tully(2018) ,1,2018,7,51600,Jason Reitman
262473,Cool Runnings(1993) ,1,1993,7,91367,Jon Turteltaub
262582,Time Bandits(1981) ,1,1981,7,57708,Terry Gilliam
262691,"I Love You, Man(2009) ",1,2009,7,192496,John Hamburg
262800,P.S. I Love You(2007) ,1,2007,7,198773,Richard LaGravenese
262909,A Good Year(2006) ,1,2006,7,87564,Ridley Scott
263018,Petticoat Junction            ,1,,7,2427,Paul Henning
263127,Baby Done(2020) ,1,2020,7,59,Curtis Vowell
263236,Chicken Run(2000) ,1,2000,7,175139,Peter Lord
263345,What About Bob?(1991) ,1,1991,7,61808,Frank Oz
263454,The Last Boy Scout(1991) ,1,1991,7,91816,Tony Scott
263563,Melissa & Joey            ,1,,7,17461,David Kendall
263672,The Sure Thing(1985) ,1,1985,7,19034,Rob Reiner
263781,Funny Face(1957) ,1,1957,7,26590,Stanley Donen
263890,French Exit(2020) ,1,2020,7,91,Azazel Jacobs
263999,Gomer Pyle: USMC            ,1,,7,2813,Aaron Ruben
264108,Koroshiya 1(2001) ,1,2001,7,51772,Takashi Miike
264217,Bottle Rocket(1996) ,1,1996,7,68965,Wes Anderson
264326,The Candidate(1972) ,1,1972,7,9697,Michael Ritchie
264435,Up in Smoke(1978) ,1,1978,7,35775,Lou Adler
264544,Bad Santa(2003) ,1,2003,7,132188,Terry Zwigoff
264653,Bubba Ho-Tep(2002) ,1,2002,7,45287,Don Coscarelli
264762,Ravenous(1999) ,1,1999,7,36295,Antonia Bird
264871,Beaches(1988) ,1,1988,7,23032,Garry Marshall
264980,Angie Tribeca            ,1,,7,8009,Nancy Carell
265089,Maverick(1994) ,1,1994,7,100476,Richard Donner
265198,Ladyhawke(1985) ,1,1985,7,42802,Richard Donner
265307,Scrooged(1988) ,1,1988,7,83552,Richard Donner
265416,Little Voice            ,1,,7,1201,Sara Bareilles
265525,Grumpy Old Men(1993) ,1,1993,7,42378,Donald Petrie
265634,"Welcome Back, Kotter            ",1,,7,5401,Gabe Kaplan
265743,Waitress(2007) ,1,2007,7,43359,Adrienne Shelly
265852,Dating Amber(2020) ,1,2020,7,2335,David Freyne
265961,The Kids Are All Right(2010) ,1,2010,7,124951,Lisa Cholodenko
266070,The Carrie Diaries            ,1,,7,25677,Amy Harris
266179,Big City Greens            ,1,,7,903,Shane Houghton
266288,Then Came You(2018) ,1,2018,7,8854,Peter Hutchings
266397,Taxi(1998) ,1,1998,7,76066,Gérard Pirès
266506,¡Átame!(1989) ,1,1989,7,24245,Pedro Almodóvar
266615,Delicious            ,1,,7,1413,Dan Sefton
266724,Great News            ,1,,7,5149,Tracey Wigfield
266833,Booba            ,1,,7,225,Roman Karev
266942,Enough Said(2013) ,1,2013,7,58293,Nicole Holofcener
267051,My Babysitter's a Vampire            ,1,,7,3681,Jennifer Pertsch
267160,Away We Go(2009) ,1,2009,7,51493,Sam Mendes
267269,Frank(2014) ,1,2014,7,74297,Lenny Abrahamson
267378,Geukhanjikeob(2019) ,1,2019,7,5816,Byeong-heon Lee
267487,Phil of the Future            ,1,,7,6778,Tim Maile
267596,Grange Hill            ,1,,7,1154,Stuart Organ
267705,Barefoot in the Park(1967) ,1,1967,7,16634,Gene Saks
267814,The Windsors            ,1,,7,1991,George Jeffrie
267923,The Ninth Configuration(1980) ,1,1980,7,6354,William Peter Blatty
268032,Emma(1996) ,1,1996,7,5235,Diarmuid Lawrence
268141,Scarecrow and Mrs. King            ,1,,7,2516,Brad Buckner
268250,The Thing About Harry(2020) ,1,2020,7,2164,Peter Paige
268359,The Bernie Mac Show            ,1,,7,6808,Larry Wilmore
268468,Mighty Aphrodite(1995) ,1,1995,7,37637,Woody Allen
268577,Heart and Souls(1993) ,1,1993,7,16062,Ron Underwood
268686,Hevi reissu(2018) ,1,2018,7,7227,Juuso Laatio
268795,Charlie Bartlett(2007) ,1,2007,7,62536,Jon Poll
268904,Hector and the Search for Happiness(2014) ,1,2014,7,44822,Peter Chelsom
269013,The Grand Seduction(2013) ,1,2013,7,15676,Don McKellar
269122,The Sapphires(2012) ,1,2012,7,13138,Wayne Blair
269231,The Jetsons            ,1,,7,18314,George O'Hanlon
269340,Hairspray Live!(2016) ,1,2016,7,2985,Kenny Leon
269449,The Good Cop            ,1,,7,4715,Andy Breckman
269558,The Last Word            ,1,,7,572,Anke Engelke
269667,UHF(1989) ,1,1989,7,25609,Jay Levey
269776,Muppet Treasure Island(1996) ,1,1996,7,21189,Brian Henson
269885,We Bare Bears: The Movie(2020) ,1,2020,7,641,Daniel Chong
269994,Difficult People            ,1,,7,3329,Julie Klausner
270103,Find Me Guilty(2006) ,1,2006,7,32661,Sidney Lumet
270212,Eksiteu(2019) ,1,2019,7,3662,Sang-geun Lee
270321,Flandersui gae(2000) ,1,2000,7,5860,Bong Joon Ho
270430,Putney Swope(1969) ,1,1969,7,2919,Robert Downey Sr.
270539,Necessary Roughness            ,1,,7,7028,Elizabeth Kruger
270648,Freaky(2020) ,1,2020,7.1,114,Christopher Landon
270757,You Me Her            ,1,,7.1,8786,John Scott Shepherd
270866,Hotel Transylvania(2012) ,1,2012,7.1,221155,Genndy Tartakovsky
270975,The King of Staten Island(2020) ,1,2020,7.1,26869,Judd Apatow
271084,The Monster Squad(1987) ,1,1987,7.1,27909,Fred Dekker
271193,Sex and the City            ,1,,7.1,104242,Darren Star
